Data for December 1, 2025 through December 27, 2025

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 0.56
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 1.37
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.37
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.67
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, T
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.33
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.89
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.54
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.54
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.56
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.42
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 3.28
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 2.54
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 3.29
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 0.00
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 2.95
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.00
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.00
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 11.33
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.00
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 2.40
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 4.19
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 2.55
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 1.26
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.81
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 4.82
OJAI, COOP, Ventura, -119.227, 34.448, 745, 10.78
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 4.23
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.00
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.03
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 2.73
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 14.43
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 1.04
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 6.54
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 4.12
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 11.23
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.21
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 1.44
YREKA, COOP, Siskiyou, -122.642, 41.702, 2712, 3.65
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 7.26
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 0.73
EL CENTRO 2 SSW, COOP, Imperial, -115.566, 32.767, -30, 0.43
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, 0.34
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 0.79
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.00
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.20
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 1.85
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 2.00
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, 0.72
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 2.15
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 1.92
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, 0.73
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 1.25
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 4.06
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 2.46
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 1.21
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.00
IRON MOUNTAIN, COOP, San Bernardino, -115.122, 34.147, 922, 0.00
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, T
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 0.00
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 4.14
WOODLAND HILLS PIERCE COLLEGE, COOP, Los Angeles, -118.574, 34.182, 790, 4.67
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 4.19
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 3.55
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, 3.99
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 0.00
PIRU 2 ESE, COOP, Ventura, -118.757, 34.406, 712, 6.75
