Data for April 1, 2023 through April 13, 2023

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.00
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.04
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, T
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, T
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, T
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, T
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 0.06
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, T
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.43
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.89
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.00
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 0.00
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 0.55
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.17
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.00
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 1.61
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.00
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 1.88
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 0.65
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.00
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.10
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.03
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 0.18
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.00
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 0.68
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 0.57
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.00
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 0.20
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 0.99
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.00
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 0.00
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 0.40
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 0.33
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.02
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 0.50
