Data for November 1, 2024 through November 24, 2024

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 0.10
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 0.72
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.00
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.00
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.00
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, T
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.35
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.08
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.10
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.17
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 3.59
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.06
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 1.03
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 6.70
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 1.14
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 3.63
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, T
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 4.31
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.28
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 10.27
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 16.12
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.18
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.34
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.73
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 5.50
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.00
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 6.14
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 10.29
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.10
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 7.24
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 15.29
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.01
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 0.00
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 14.32
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 2.80
WASCO, COOP, Kern, -119.352, 35.589, 291, 4.11
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 4.07
YREKA, COOP, Siskiyou, -122.642, 41.702, 2712, 5.69
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 8.92
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 0.24
IMPERIAL BEACH REAM FIELD NAS, WBAN, San Diego, -117.117, 32.568, 24, 0.05
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 0.19
EL CENTRO 2 SSW, COOP, Imperial, -115.566, 32.767, -30, 0.00
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, 0.00
EL CENTRO NAF, WBAN, Imperial, -115.664, 32.832, -46, T
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, T
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.00
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.00
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 0.04
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 0.01
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, T
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, T
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 0.01
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, T
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 0.02
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.00
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 0.01
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 0.04
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.00
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, 0.00
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 0.00
POINT MUGU NF, WBAN, Ventura, -119.123, 34.124, 12, T
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 0.16
WOODLAND HILLS PIERCE COLLEGE, COOP, Los Angeles, -118.574, 34.182, 790, 0.00
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 0.02
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 0.02
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, 0.11
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 0.48
